,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,low,medium,IT,RandD,accounting,hr,management,marketing,product_mng,sales,support,technical
9948,0.95,0.66,5,192,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12103,0.43,0.57,2,127,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4743,0.48,0.98,4,174,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14511,0.45,0.55,2,151,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5123,0.68,1.0,4,185,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2928,0.55,0.49,3,146,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3166,0.79,0.9,3,152,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4304,0.63,0.64,3,208,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7760,0.7,0.48,4,238,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
180,0.2,0.72,6,224,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5070,0.87,0.54,3,268,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12464,0.46,0.54,2,158,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4553,0.8,0.55,4,144,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2218,0.89,0.68,4,258,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
12317,0.11,0.79,6,281,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1955,0.87,0.6,2,122,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1057,0.58,0.77,4,145,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0
9056,0.15,0.91,5,230,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9706,0.42,0.44,3,183,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5556,0.98,0.63,3,169,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4436,0.29,0.86,3,251,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1399,0.13,1.0,4,157,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1
12849,0.86,0.93,5,241,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0
9642,0.69,0.65,3,153,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10529,0.16,0.61,6,269,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4990,0.67,0.67,4,226,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12047,0.43,0.51,2,141,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10127,0.79,0.49,3,273,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2234,0.89,0.5,4,147,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5144,0.95,0.74,4,258,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14020,0.1,0.8,6,264,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12038,0.09,0.95,7,256,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1210,0.7,0.88,3,166,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3669,0.89,0.94,5,223,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10436,0.92,0.99,3,176,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2238,0.58,0.96,3,202,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13114,0.22,0.86,4,293,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10741,0.5,0.59,4,214,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2948,0.59,0.77,3,169,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11766,0.39,0.5,2,142,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8387,0.76,0.61,4,172,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13879,0.85,0.98,5,248,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6216,0.39,0.85,5,179,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12118,0.36,0.49,2,145,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7250,0.96,0.95,4,265,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6690,0.4,0.79,5,181,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14125,0.11,0.8,6,306,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5292,0.79,0.87,4,253,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14140,0.84,0.98,5,270,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1434,0.62,0.67,2,153,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14980,0.76,0.89,5,238,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,0.2,0.58,3,209,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11384,0.85,0.87,4,152,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11226,0.61,0.42,3,145,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
11126,0.62,0.73,3,245,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
10991,0.65,0.54,4,147,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3469,0.88,0.9,4,248,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13315,0.43,0.5,2,148,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6444,0.66,0.68,4,269,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0
4861,0.91,0.84,3,237,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7459,0.65,0.9,3,163,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0
14196,0.1,0.84,6,293,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7436,0.69,0.56,5,271,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10278,0.97,0.89,4,248,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6594,0.91,0.61,3,262,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10050,0.6,0.49,3,239,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3449,0.54,0.51,3,265,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9355,0.98,0.58,4,133,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1084,0.34,0.57,4,152,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0
8748,0.14,0.73,6,237,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2777,0.63,0.58,4,141,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
11433,0.41,0.5,2,153,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
428,0.65,0.86,5,250,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5013,0.63,0.67,5,250,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12453,0.4,0.45,2,142,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12405,0.11,0.87,5,303,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0
13804,0.56,0.71,4,296,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10846,0.75,0.99,2,237,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0
13826,0.87,0.83,4,265,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2698,0.16,0.78,4,280,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11558,0.1,0.83,6,292,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10074,0.53,0.8,4,241,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
11299,0.77,0.68,3,98,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
408,0.22,0.88,4,213,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7520,0.54,0.92,4,175,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13295,0.44,0.48,2,158,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1608,0.89,0.66,5,224,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10431,0.83,0.52,5,217,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
14916,0.76,0.87,5,262,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4455,0.44,0.87,5,104,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7663,0.73,0.52,3,274,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11431,0.72,0.87,5,223,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12441,0.11,0.78,7,248,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9213,0.93,0.95,5,176,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0
3941,0.28,0.7,2,164,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
426,0.65,0.4,2,141,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
949,0.15,0.86,3,204,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10087,0.92,0.68,5,177,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7319,0.89,0.96,5,260,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2865,0.85,0.79,3,217,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9016,0.62,0.79,4,268,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14706,0.82,0.99,4,263,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4156,0.94,0.82,4,159,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8060,0.74,1.0,4,242,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14197,0.42,0.46,2,141,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6545,0.22,0.65,5,174,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0
5908,0.23,0.78,4,154,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7103,0.55,0.75,3,191,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7844,0.51,0.73,3,205,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1691,0.79,0.93,5,160,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0
12834,0.15,0.62,4,257,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12402,0.1,0.81,6,304,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1421,0.5,0.53,4,263,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6244,0.71,0.73,3,274,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4216,0.56,0.59,5,209,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
819,0.96,0.37,2,159,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4614,0.65,0.83,4,263,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4162,0.81,0.5,4,170,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7438,0.65,0.85,4,233,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3422,0.92,0.91,3,250,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14676,0.37,0.54,2,152,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14429,0.43,0.53,2,131,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11496,0.76,0.86,5,223,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0
4257,0.19,0.63,5,206,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9891,0.49,0.4,2,148,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0
409,0.83,0.52,4,273,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1285,0.51,0.52,3,164,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4814,0.88,0.5,4,216,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11631,0.1,0.93,6,256,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6798,0.24,0.78,5,131,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4355,0.62,0.73,3,158,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
13382,0.89,0.88,5,228,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1091,0.49,0.58,3,136,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7998,0.62,0.64,4,185,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
73,0.39,0.78,2,205,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0
11600,0.11,0.78,7,278,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3585,0.86,0.77,5,230,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4238,0.89,0.95,3,246,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11218,0.9,0.54,4,172,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6706,0.64,0.79,4,274,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5751,0.23,0.88,5,201,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
291,0.96,0.99,3,148,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6084,0.67,0.39,2,235,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13232,0.38,0.51,2,137,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8278,0.57,0.58,3,251,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11409,0.49,0.89,4,201,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13823,0.45,0.46,2,128,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2089,0.53,0.83,4,249,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7873,0.89,0.64,4,151,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1801,0.5,0.6,2,177,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0
13751,0.11,0.91,7,287,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11821,0.11,0.93,6,282,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1576,0.57,0.9,3,262,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1110,0.57,0.99,4,222,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
318,0.55,0.84,3,237,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9985,0.72,0.64,4,192,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4038,0.53,0.62,3,185,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13589,0.9,0.98,5,243,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6194,0.79,0.52,3,134,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1825,0.9,0.51,4,214,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3146,0.75,0.53,4,251,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5081,0.7,1.0,4,261,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6832,0.25,0.8,5,186,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3411,0.2,0.51,2,163,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
144,0.96,0.6,4,185,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8994,0.61,0.86,3,239,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4561,0.83,0.73,4,262,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7732,0.92,0.88,4,111,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3975,0.7,0.86,3,141,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9113,0.75,0.51,2,215,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7923,1.0,0.51,5,274,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
13752,0.37,0.45,2,131,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8613,0.9,0.81,4,175,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4870,0.49,0.66,3,169,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13581,0.4,0.52,2,155,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11799,0.36,0.51,2,135,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8256,0.21,0.39,6,132,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7163,0.79,0.83,4,250,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1830,0.83,0.73,5,136,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11975,0.37,0.5,2,141,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
85,0.81,0.62,3,100,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14170,0.44,0.49,2,154,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1219,0.65,0.51,4,157,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7416,0.13,0.62,3,264,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
14865,0.1,0.89,7,308,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9458,0.71,0.37,2,179,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3724,0.65,0.6,4,200,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5689,0.16,0.78,4,196,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10308,0.65,0.67,3,240,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
10959,0.67,0.72,2,134,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6598,0.83,0.65,3,231,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13821,0.11,0.93,6,282,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8807,0.9,0.65,3,254,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
594,0.99,0.72,3,119,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4638,0.78,0.76,3,238,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9176,0.65,1.0,4,229,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8272,0.5,0.75,5,178,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3519,0.98,0.57,5,141,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7660,0.88,0.91,3,157,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8629,0.38,0.5,3,196,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14542,0.11,0.85,7,302,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14380,0.45,0.57,2,158,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5987,0.34,0.76,6,237,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,0.82,0.65,4,148,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5723,1.0,0.84,3,215,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8158,0.32,0.52,4,191,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5152,0.32,0.66,3,144,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10683,0.99,0.66,3,181,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5090,0.49,0.57,2,213,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0
4489,0.72,0.84,4,250,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5620,0.73,0.65,3,165,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11856,0.37,0.45,2,126,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12378,0.09,0.9,7,289,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13009,0.73,0.96,5,256,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4866,0.89,0.51,3,249,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13123,0.78,0.96,5,272,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14885,0.45,0.53,2,159,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6749,0.15,0.84,3,201,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7044,0.8,0.52,3,147,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
11403,0.59,0.77,3,272,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5493,0.82,0.63,3,171,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3958,0.97,0.61,3,208,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
958,0.38,0.77,2,170,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
472,0.97,0.63,3,133,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5960,0.85,0.59,5,236,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1513,0.5,0.62,4,166,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2290,0.95,0.78,4,245,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12624,0.37,0.55,2,159,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5967,0.76,0.75,3,239,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4064,0.73,0.59,4,214,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13766,0.39,0.5,2,142,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1479,0.59,0.65,4,219,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
9532,0.89,0.77,3,144,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8276,0.78,0.95,3,155,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2899,0.92,0.92,3,244,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5849,0.86,0.53,3,213,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7100,0.69,0.9,4,148,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6071,0.78,0.99,2,188,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9089,0.72,0.98,4,156,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7631,0.18,0.5,4,169,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9490,0.64,0.87,4,157,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10766,0.94,0.65,4,213,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3708,0.86,0.89,4,136,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9551,0.95,0.48,4,225,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13134,0.41,0.54,2,133,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9577,0.55,0.78,4,261,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5239,0.83,0.99,4,184,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9189,0.48,0.67,3,183,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
491,1.0,0.94,4,144,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10094,0.88,0.99,5,253,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12634,0.44,0.53,2,152,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3776,0.59,0.58,4,233,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9603,0.69,0.86,5,195,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8890,0.55,0.54,3,233,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8509,0.66,0.56,2,104,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
127,0.74,0.58,4,148,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6372,0.36,0.56,6,242,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13396,0.84,0.91,5,232,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11117,0.51,0.76,4,140,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9336,0.85,0.67,3,176,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1264,0.59,0.79,4,209,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7615,0.95,0.55,5,134,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
7698,0.8,0.84,3,195,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11043,0.87,0.89,4,225,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7953,0.75,0.95,4,177,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7021,0.45,0.46,3,179,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6753,0.17,0.52,6,176,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9936,0.53,0.8,2,225,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0
6592,0.75,0.82,4,252,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
275,0.94,0.74,5,171,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7831,0.64,0.81,3,209,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14474,0.11,0.78,6,260,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10500,1.0,0.86,2,264,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1272,0.51,0.43,3,204,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8168,0.89,0.66,4,176,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9368,0.56,0.67,3,270,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3601,0.63,0.79,5,215,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
10801,0.42,0.45,3,227,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1897,0.63,0.83,4,217,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11890,0.8,0.53,3,255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14131,0.44,0.53,2,159,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5716,0.74,0.95,4,237,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7936,0.68,0.81,3,180,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6741,0.5,0.67,2,142,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4034,0.76,0.58,4,188,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14727,0.1,0.89,6,247,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11156,0.95,0.81,4,258,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4077,0.97,0.77,5,223,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10712,0.9,0.51,4,137,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5046,0.43,0.86,5,125,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7267,0.57,0.69,4,255,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2826,0.89,0.75,5,258,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
715,0.93,0.97,4,158,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
10531,0.77,0.81,4,164,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10109,0.82,0.49,4,180,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2973,0.68,0.92,2,184,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12742,0.4,0.52,2,136,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1118,0.5,0.77,3,166,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
13991,0.1,0.77,7,291,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3804,0.84,0.85,3,243,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6290,0.49,0.85,4,200,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4526,0.86,0.78,4,164,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4342,0.58,0.78,5,211,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9349,0.95,0.9,4,221,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2316,0.5,0.51,5,238,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9466,0.68,0.4,3,213,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0
7859,0.72,0.67,3,243,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4292,0.2,0.56,3,217,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7748,0.31,0.51,4,229,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
